pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-376 b,Kepler-376,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.920199,0.000073,-0.000073,0,0.057,,,0,1.07,0.22,-0.22,0,0.095,0.02,-0.02,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5900,100,-100,0,1.18,0.23,-0.23,0,,,,,,,,,,4.3,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m25.71s,291.6071451,+38d24m37.15s,38.4103192,923.067,16.189,-16.189,13.86,0.126,-0.126,12.32,0.025,-0.025,13.734,0.000249,-0.000249,5/14/14,2014-03,5/14/14
Kepler-376 c,Kepler-376,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.172327,0.000108,-0.000108,0,0.115,,,0,1.79,0.36,-0.36,0,0.16,0.032,-0.032,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5900,100,-100,0,1.18,0.23,-0.23,0,,,,,,,,,,4.3,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m25.71s,291.6071451,+38d24m37.15s,38.4103192,923.067,16.189,-16.189,13.86,0.126,-0.126,12.32,0.025,-0.025,13.734,0.000249,-0.000249,5/14/14,2014-03,5/14/14
Kepler-377 b,Kepler-377,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.509529,0.000257,-0.000257,0,0.109,,,0,1.39,0.27,-0.27,0,0.124,0.024,-0.024,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5949,128,-128,0,1.22,0.23,-0.23,0,,,,,,,,,,4.3,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.804,12.578,-12.211,14.081,0.103,-0.103,12.469,0.024,-0.024,13.8315,0.000261,-0.000261,5/14/14,2014-03,5/14/14
Kepler-377 c,Kepler-377,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,27.014976,0.000347,-0.000347,0,0.182,,,0,2.06,0.39,-0.39,0,0.184,0.035,-0.035,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5949,128,-128,0,1.22,0.23,-0.23,0,,,,,,,,,,4.3,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.804,12.578,-12.211,14.081,0.103,-0.103,12.469,0.024,-0.024,13.8315,0.000261,-0.000261,5/14/14,2014-03,5/14/14
Kepler-378 b,Kepler-378,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.092361,0.000073,-0.000073,0,0.112,,,0,0.75,0.15,-0.15,0,0.067,0.013,-0.013,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4661,100,-100,0,0.67,0.04,-0.04,0,,,,,,,,,,4.65,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m47.75s,294.9489697,+46d26m19.92s,46.4388673,152.094,0.43,-0.427,12.619,0.046,-0.046,10.201,0.017,-0.017,12.4551,0.000161,-0.000161,5/14/14,2014-03,5/14/14
Kepler-378 c,Kepler-378,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,28.906009,0.000216,-0.000216,0,0.166,,,0,0.7,0.05,-0.05,0,0.062,0.004,-0.004,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4661,100,-100,0,0.67,0.04,-0.04,0,,,,,,,,,,4.65,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m47.75s,294.9489697,+46d26m19.92s,46.4388673,152.094,0.43,-0.427,12.619,0.046,-0.046,10.201,0.017,-0.017,12.4551,0.000161,-0.000161,5/14/14,2014-03,5/14/14
Kepler-379 b,Kepler-379,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.09838,0.00018,-0.00018,0,0.152,,,0,1.66,0.31,-0.31,0,0.148,0.028,-0.028,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6054,100,-100,0,1.31,0.24,-0.24,0,,,,,,,,,,4.27,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m48.26s,295.7010981,+38d56m44.96s,38.9458209,731.274,7.264,-7.126,13.475,0.069,-0.069,12.005,0.018,-0.018,13.3686,0.000243,-0.000243,5/14/14,2014-03,5/14/14
Kepler-379 c,Kepler-379,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,62.784697,0.000661,-0.000661,0,0.326,,,0,2.29,0.43,-0.43,0,0.204,0.038,-0.038,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6054,100,-100,0,1.31,0.24,-0.24,0,,,,,,,,,,4.27,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m48.26s,295.7010981,+38d56m44.96s,38.9458209,731.274,7.264,-7.126,13.475,0.069,-0.069,12.005,0.018,-0.018,13.3686,0.000243,-0.000243,5/14/14,2014-03,5/14/14
Kepler-38 b,Kepler-38,1,2,1,Transit,2012,Kepler,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...87O/abstract target=ref> Orosz et al. 2012 </a>,105.599,0.038,-0.053,0,0.4632,0.0082,-0.0092,0,4.3,0.11,-0.11,0,0.384,0.01,-0.01,0,122,,,1,0.384,,,1,Mass,0.032,,,1,,,,,475,,,0,0,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...87O/abstract target=ref> Orosz et al. 2012 </a>,G4 V,5623,50,-50,0,1.75,0.03,-0.03,0,0.94,0.06,-0.06,0,-0.11,0.08,-0.08,0,[m/H],3.93,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m19.27s,286.830312,+42d16m44.92s,42.2791434,1174.59,20.53,-19.85,14.015,0.114,-0.114,12.342,0.022,-0.022,13.9066,0.000203,-0.000203,5/14/14,2012-10,5/14/14
Kepler-380 b,Kepler-380,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.930821,0.000038,-0.000038,0,0.05,,,0,1.19,0.24,-0.24,0,0.106,0.021,-0.021,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6045,147,-147,0,1.22,0.24,-0.24,0,,,,,,,,,,4.29,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.713,14.549,-14.055,13.74,0.114,-0.114,12.289,0.024,-0.024,13.6113,0.000262,-0.000262,5/14/14,2014-03,5/14/14
Kepler-380 c,Kepler-380,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.630004,0.000073,-0.000073,0,0.078,,,0,1.27,0.28,-0.28,0,0.113,0.025,-0.025,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6045,147,-147,0,1.22,0.24,-0.24,0,,,,,,,,,,4.29,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.713,14.549,-14.055,13.74,0.114,-0.114,12.289,0.024,-0.024,13.6113,0.000262,-0.000262,5/14/14,2014-03,5/14/14
Kepler-381 b,Kepler-381,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.629021,0.000028,-0.000028,0,0.066,,,0,0.99,0.22,-0.22,0,0.088,0.02,-0.02,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6152,100,-100,0,1.57,0.35,-0.35,0,,,,,,,,,,4.12,0.18,-0.18,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323,1.708,-1.687,10.47,0.006,-0.006,9.504,0.014,-0.014,10.5459,0.000272,-0.000272,5/14/14,2014-03,5/14/14
Kepler-381 c,Kepler-381,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,13.391635,0.000129,-0.000129,0,0.117,,,0,1.12,0.25,-0.25,0,0.1,0.022,-0.022,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6152,100,-100,0,1.57,0.35,-0.35,0,,,,,,,,,,4.12,0.18,-0.18,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323,1.708,-1.687,10.47,0.006,-0.006,9.504,0.014,-0.014,10.5459,0.000272,-0.000272,5/14/14,2014-03,5/14/14
Kepler-381 d,Kepler-381,1,1,3,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,8.25629997,,,0,,,,,1.067,,,0,0.095,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6197,135,-111,0,2.19,0.34,-0.58,0,1.2,0.14,-0.16,0,-0.32,0.15,-0.15,0,[Fe/H],3.84,0.23,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323,1.708,-1.687,10.47,0.006,-0.006,9.504,0.014,-0.014,10.5459,0.000272,-0.000272,12/5/21,2022-02,12/5/21
Kepler-382 b,Kepler-382,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.262155,0.000047,-0.000047,0,0.055,,,0,1.32,0.63,-0.63,0,0.118,0.056,-0.056,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5600,200,-200,0,0.94,0.45,-0.45,0,,,,,,,,,,4.4,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m32.70s,299.1362435,+45d52m11.85s,45.8699582,935.446,19.9715,-19.9715,14.907,0.126,-0.126,12.89,0.03,-0.03,14.6662,0.0003,-0.0003,5/14/14,2014-03,5/14/14
Kepler-382 c,Kepler-382,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.162701,0.000109,-0.000109,0,0.097,,,0,1.59,0.77,-0.77,0,0.142,0.069,-0.069,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5600,200,-200,0,0.94,0.45,-0.45,0,,,,,,,,,,4.4,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m32.70s,299.1362435,+45d52m11.85s,45.8699582,935.446,19.9715,-19.9715,14.907,0.126,-0.126,12.89,0.03,-0.03,14.6662,0.0003,-0.0003,5/14/14,2014-03,5/14/14
Kepler-383 b,Kepler-383,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.904532,0.000121,-0.000121,0,0.095,,,0,1.32,0.52,-0.52,0,0.118,0.046,-0.046,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4710,200,-200,0,0.67,0.27,-0.27,0,,,,,,,,,,4.62,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m22.23s,291.3426078,+38d21m47.38s,38.3631616,,,,15.473,0.172,-0.172,12.674,0.03,-0.03,15.0655,0.002864,-0.002864,5/14/14,2014-03,5/14/14
Kepler-383 c,Kepler-383,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,31.200751,0.000354,-0.000354,0,0.172,,,0,1.24,0.49,-0.49,0,0.111,0.044,-0.044,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4710,200,-200,0,0.67,0.27,-0.27,0,,,,,,,,,,4.62,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m22.23s,291.3426078,+38d21m47.38s,38.3631616,,,,15.473,0.172,-0.172,12.674,0.03,-0.03,15.0655,0.002864,-0.002864,5/14/14,2014-03,5/14/14
Kepler-384 b,Kepler-384,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,22.597053,0.000243,-0.000243,0,0.148,,,0,1.12,0.32,-0.32,0,0.1,0.029,-0.029,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5577,145,-145,0,0.88,0.25,-0.25,0,,,,,,,,,,4.47,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.678,10.6165,-10.6165,13.734,0.08,-0.08,12.038,0.018,-0.018,13.5538,0.000203,-0.000203,5/14/14,2014-03,5/14/14
Kepler-384 c,Kepler-384,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,45.348269,0.000779,-0.000779,0,0.236,,,0,1.13,0.33,-0.33,0,0.101,0.029,-0.029,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5577,145,-145,0,0.88,0.25,-0.25,0,,,,,,,,,,4.47,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.678,10.6165,-10.6165,13.734,0.08,-0.08,12.038,0.018,-0.018,13.5538,0.000203,-0.000203,5/14/14,2014-03,5/14/14
Kepler-385 b,Kepler-385,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.043686,0.000128,-0.000128,0,0.097,,,0,2.73,1.38,-1.38,0,0.244,0.123,-0.123,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6326,250,-250,0,1.13,0.56,-0.56,0,,,,,,,,,,4.41,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.61,47.63,-44.72,15.76,0.572,-0.572,13.819,0.056,-0.056,15.192,0.000385,-0.000385,5/14/14,2014-03,5/14/14
Kepler-385 c,Kepler-385,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,15.163161,0.000269,-0.000269,0,0.127,,,0,3.04,1.56,-1.56,0,0.271,0.139,-0.139,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6326,250,-250,0,1.13,0.56,-0.56,0,,,,,,,,,,4.41,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.61,47.63,-44.72,15.76,0.572,-0.572,13.819,0.056,-0.056,15.192,0.000385,-0.000385,5/14/14,2014-03,5/14/14
Kepler-385 d,Kepler-385,1,1,3,Transit,2020,Kepler,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,56.4159,,,0,,,,,2.619,,,0,0.234,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5829,122,-122,0,1.16,,,0,1.05,,,0,,,,,,4.33,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.61,47.63,-44.72,15.76,0.572,-0.572,13.819,0.056,-0.056,15.192,0.000385,-0.000385,9/8/20,2021-07,9/3/20
Kepler-386 b,Kepler-386,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.31043,0.000218,-0.000218,0,0.096,,,0,1.39,0.82,-0.82,0,0.124,0.073,-0.073,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5178,200,-200,0,0.77,0.43,-0.43,0,,,,,,,,,,4.56,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m26.14s,289.8589165,+48d41m37.71s,48.6938077,882.462,29.384,-27.58,15.949,0.172,-0.172,13.605,0.041,-0.041,15.6172,0.000505,-0.000505,5/14/14,2014-03,5/14/14
Kepler-386 c,Kepler-386,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,25.193458,0.000342,-0.000342,0,0.155,,,0,1.58,0.89,-0.89,0,0.141,0.079,-0.079,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5178,200,-200,0,0.77,0.43,-0.43,0,,,,,,,,,,4.56,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m26.14s,289.8589165,+48d41m37.71s,48.6938077,882.462,29.384,-27.58,15.949,0.172,-0.172,13.605,0.041,-0.041,15.6172,0.000505,-0.000505,5/14/14,2014-03,5/14/14
Kepler-387 b,Kepler-387,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.791636,0.000094,-0.000094,0,0.068,,,0,1.03,0.24,-0.24,0,0.092,0.021,-0.021,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5774,154,-154,0,1.05,0.24,-0.24,0,,,,,,,,,,4.35,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.052,10.7825,-10.7825,14.129,0.149,-0.149,12.536,0.022,-0.022,13.9345,0.000214,-0.000214,5/14/14,2014-03,5/14/14
